energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
25417395.44 - 34389550.85,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,308.75 - 408.61,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,308.75 - 408.61,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,308.75 - 408.61,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,408.61 - 485.13,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,308.75 - 408.61,66111.12 - 91019.96,28.31 - 47.28
18464831.15 - 25417395.44,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,408.61 - 485.13,91019.96 - 117492.23,28.31 - 47.28
18464831.15 - 25417395.44,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,308.75 - 408.61,91019.96 - 117492.23,28.31 - 47.28
18464831.15 - 25417395.44,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,308.75 - 408.61,91019.96 - 117492.23,28.31 - 47.28
25417395.44 - 34389550.85,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,308.75 - 408.61,91019.96 - 117492.23,47.28 - 68.50
25417395.44 - 34389550.85,55588.09 - 63298.13,575.57 - 655.54,11173.19 - 14557.61,408.61 - 485.13,91019.96 - 117492.23,47.28 - 68.50
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,3.87 - 12.51
139066.00 - 2983911.75,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,83.89 - 148.16,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,190.41 - 238.40,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,3.87 - 12.51
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,8292.53 - 16488.92,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,8292.53 - 16488.92,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,8292.53 - 16488.92,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,218.69 - 308.75,8292.53 - 16488.92,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,218.69 - 308.75,8292.53 - 16488.92,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,8292.53 - 16488.92,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,299.03 - 355.01,3135.72 - 5235.35,148.16 - 218.69,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,0.00 - 3.87
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,3.87 - 12.51
2983911.75 - 6866211.91,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,14844.51 - 22924.60,190.41 - 238.40,3135.72 - 5235.35,83.89 - 148.16,29385.43 - 46318.89,3.87 - 12.51
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,29385.43 - 46318.89,3.87 - 12.51
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,29385.43 - 46318.89,3.87 - 12.51
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,46318.89 - 66111.12,3.87 - 12.51
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,553.33 - 622.77,46318.89 - 66111.12,3.87 - 12.51
34389550.85 - 47076139.34,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,553.33 - 622.77,46318.89 - 66111.12,3.87 - 12.51
34389550.85 - 47076139.34,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,46318.89 - 66111.12,3.87 - 12.51
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,46318.89 - 66111.12,3.87 - 12.51
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,66111.12 - 91019.96,12.51 - 28.31
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,66111.12 - 91019.96,12.51 - 28.31
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,66111.12 - 91019.96,12.51 - 28.31
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,66111.12 - 91019.96,12.51 - 28.31
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,91019.96 - 117492.23,12.51 - 28.31
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,91019.96 - 117492.23,28.31 - 47.28
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,91019.96 - 117492.23,28.31 - 47.28
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,91019.96 - 117492.23,28.31 - 47.28
25417395.44 - 34389550.85,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,117492.23 - 145961.06,47.28 - 68.50
34389550.85 - 47076139.34,77612.73 - 83044.27,517.50 - 575.57,14557.61 - 17978.37,485.13 - 553.33,117492.23 - 145961.06,47.28 - 68.50
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,8752.42 - 14844.51,100.27 - 147.04,1556.31 - 3135.72,38.21 - 83.89,16488.92 - 29385.43,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
